RUNID	Date start	Date end	ANSAMP	MCMID	Bond OK	Data OK	Median per row	Median per col	Noise	Noise error	Gain	Gain error	SER	SER error
296	2025-04-14T04:09:12	2025-04-14T05:36:55	300	49	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]	[4.0, 4.0, 1.75, 2.0, 3.0, 3.5, 0.0, 5.0, 5.0, 44.0, -2.0, 4.0, 6.0, 4.0, 2.0, 3.0]	[3.5, 4.0, 2.0, 2.0, 3.5, 3.0, 1.0, 4.25, 5.0, 35.0, -2.0, 4.0, 5.5, 3.5, 2.0, 2.5]	[60.14, 64.43, 61.0, 62.4, 57.05, 61.74, 65.04, 63.33, 64.87, 62.31, -1, 63.19, 62.46, 63.61, 61.17, 65.36]	[0.26, 0.29, 0.24, 0.27, 0.24, 0.24, 0.25, 0.27, 0.32, 0.24, -1, 0.28, 0.25, 0.28, 0.28, 0.3]	[276.31, 278.86, 264.0, 276.37, 272.77, 266.1, 291.96, 277.19, 279.31, 275.67, -1, 286.69, 279.11, 271.93, 272.97, 284.22]	[1.16, 1.15, 1.55, 1.39, 1.34, 1.36, 2.0, 1.31, 1.21, 0.67, -1, 1.57, 0.96, 1.49, 1.46, 1.5]	[0.07059, 0.05678, 0.05291, 0.05237, 0.064, 0.05699, 0.03963, 0.05673, 0.07193, 0.14001, -1, 0.05703, 0.07499, 0.05572, 0.04924, 0.05169]	[0.0009, 0.00094, 0.00087, 0.00086, 0.00105, 0.001, 0.00081, 0.00094, 0.00106, 0.0019, -1, 0.00115, 0.00094, 0.00092, 0.00088, 0.00097]
296	2025-04-14T04:09:12	2025-04-14T05:36:55	300	19	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[7.0, 9.0, 7.5, 6.5, 10.0, 10.5, 9.75, 10.0, 11.0, 13.0, 9.25, 30.0, 8.25, 5.0, 12.0, 2036.5]	[1.0, 8.5, 7.25, 8.0, 10.0, 8.75, 9.5, 9.0, 10.0, 11.25, 10.0, 15.5, 8.0, 6.0, 11.0, 2381.25]	[-1, 59.46, 58.88, 59.74, 59.27, 56.9, 59.39, 58.99, 58.29, 59.5, 58.0, 57.11, 57.62, 58.65, 56.85, 57.58]	[-1, 0.24, 0.23, 0.24, 0.22, 0.25, 0.25, 0.23, 0.19, 0.21, 0.24, 0.22, 0.24, 0.22, 0.24, 0.22]	[-1, 255.46, 246.91, 178.62, 253.38, 251.0, 250.4, 248.69, 251.71, 252.1, 250.55, 255.56, 241.85, 252.61, 167.98, 256.6]	[-1, 0.88, 1.07, 3.51, 0.75, 0.93, 1.05, 1.16, 0.96, 1.01, 0.99, 1.03, 0.85, 1.06, 3.99, 0.89]	[-1, 0.08828, 0.0811, 0.03013, 0.10375, 0.09024, 0.08377, 0.06298, 0.11363, 0.10057, 0.07599, 0.08689, 0.10942, 0.07235, 0.02142, 0.20995]	[-1, 0.00104, 0.00098, 0.00138, 0.00115, 0.00119, 0.00116, 0.00101, 0.00126, 0.00123, 0.00106, 0.00546, 0.00126, 0.00093, 0.00138, 0.00251]
296	2025-04-14T04:09:12	2025-04-14T05:36:55	300	15	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1]	[26.5, 10.0, 13.0, 10.0, 16.0, 7.0, 11.0, 5.5, 17.0, 7.0, 12.0, 9.0, 14.0, -1, 11.0, 6.0]	[14.0, 8.0, 11.0, 7.0, 13.0, 6.0, 10.0, 6.0, 14.0, 8.0, 11.5, 7.0, 11.5, -1, 10.0, 6.5]	[54.65, 63.44, 68.66, 56.97, 57.22, 63.21, 60.79, 55.41, 56.9, 64.25, 67.16, 55.35, 57.93, -1, 64.83, 56.04]	[0.22, 0.26, 0.34, 0.21, 0.23, 0.3, 0.25, 0.23, 0.25, 0.29, 0.32, 0.24, 0.26, -1, 0.29, 0.22]	[221.24, 243.82, 248.1, 245.98, 248.4, 250.64, 239.15, 241.51, 241.79, 248.67, 249.82, 193.56, 238.91, -1, 258.1, 141.79]	[2.01, 1.21, 1.43, 0.97, 0.8, 1.22, 1.35, 1.04, 0.93, 1.35, 1.28, 1.64, 0.98, -1, 0.9, 4.2]	[0.13429, 0.10019, 0.10271, 0.09282, 0.1173, 0.07647, 0.08401, 0.07794, 0.12314, 0.07801, 0.09604, 0.09628, 0.11514, -1, 0.09738, 0.0215]	[0.00315, 0.00124, 0.00143, 0.00118, 0.00111, 0.0013, 0.00146, 0.00119, 0.00116, 0.00119, 0.00127, 0.00133, 0.00131, -1, 0.00105, 0.00164]
296	2025-04-14T04:09:12	2025-04-14T05:36:55	300	20	[1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1]	[1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1]	[10.25, -1, 8.0, 3.0, 11.0, -1, 11.25, 7.0, 11.5, -1, -1, 7.0, 12.0, -1, 0.0, 5.0]	[10.0, -1, 10.0, 3.5, 10.5, -1, 9.5, 6.0, 11.0, -1, -1, 6.0, 10.0, -1, 0.0, 5.0]	[55.31, -1, 53.05, 56.02, 55.74, -1, 53.29, 55.91, 55.97, -1, -1, 53.21, 54.52, -1, 54.29, 55.23]	[0.21, -1, 0.23, 0.24, 0.22, -1, 0.21, 0.22, 0.19, -1, -1, 0.17, 0.21, -1, 0.23, 0.16]	[241.63, -1, 159.4, 201.5, 249.47, -1, 241.97, 249.82, 249.61, -1, -1, 238.83, 250.58, -1, -1122.99, 249.88]	[0.94, -1, 2.09, 1.55, 0.79, -1, 0.86, 0.9, 0.73, -1, -1, 1.02, 0.72, -1, inf, 0.94]	[0.10943, -1, 0.09177, 0.06848, 0.11832, -1, 0.10394, 0.08363, 0.12014, -1, -1, 0.0792, 0.10844, -1, -1, 0.08579]	[0.00122, -1, 0.00178, 0.00138, 0.00134, -1, 0.00142, 0.00102, 0.00103, -1, -1, 0.00128, 0.00125, -1, -1, 0.00118]
296	2025-04-14T04:09:12	2025-04-14T05:36:55	300	18	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[8.0, 5.0, 10.25, 8.5, 12.0, 7.0, 6.0, 5.0, 8.0, 11.0, 5.0, 9.0, 11.0, 7.0, 7.0, 5.0]	[8.5, 5.0, 7.5, 6.0, 10.0, 6.0, 5.5, 5.0, 8.5, 9.0, 4.0, 8.0, 12.0, 6.0, 6.5, 5.0]	[55.64, 53.71, 52.36, 55.06, 56.59, 52.99, 56.0, 52.48, 53.1, 56.32, 55.73, 53.88, 53.87, 54.29, 56.41, 56.12]	[0.25, 0.21, 0.22, 0.22, 0.23, 0.22, 0.21, 0.18, 0.21, 0.22, 0.2, 0.2, 0.19, 0.24, 0.21, 0.22]	[248.03, 179.88, 244.19, 240.71, 248.19, 239.51, 174.05, 239.28, 233.85, 155.87, 247.94, 250.84, 247.19, 242.17, 246.81, 254.73]	[0.87, 1.34, 0.87, 0.89, 0.87, 0.99, 1.55, 1.08, 0.91, 3.63, 1.04, 0.88, 0.73, 0.95, 0.88, 1.05]	[0.10782, 0.0833, 0.10039, 0.09169, 0.11269, 0.08744, 0.07487, 0.07123, 0.10921, 0.02464, 0.08061, 0.09211, 0.1172, 0.08967, 0.08267, 0.07543]	[0.0013, 0.00137, 0.0012, 0.00116, 0.00123, 0.00126, 0.0014, 0.00111, 0.00117, 0.00178, 0.00115, 0.00111, 0.00112, 0.00113, 0.00114, 0.00104]
296	2025-04-14T04:09:12	2025-04-14T05:36:55	300	48	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[0.0, -1.5, -1.0, -1.0, -0.25, -1.0, 2.0, -1.0, -1.0, -2.0, -1.0, 0.0, -2.0, -1.0, -1.25, -1.75]	[-0.5, -1.0, -1.5, -1.0, 0.0, -1.0, 2.0, -0.5, -1.0, -1.0, -0.5, 0.0, -1.5, -0.5, -1.0, -1.0]	[54.06, 55.56, 53.65, 59.35, 58.69, 60.72, 54.09, 56.11, 56.43, 55.71, 54.85, 58.35, 53.69, 59.21, 54.45, 57.8]	[0.23, 0.2, 0.23, 0.22, 0.25, 0.22, 0.21, 0.21, 0.27, 0.22, 0.26, 0.24, 0.23, 0.21, 0.26, 0.24]	[269.12, 266.8, -1298.67, 278.1, 271.53, 272.32, 151.35, 268.47, 277.33, 242.21, 242.72, 267.27, 263.37, 284.57, 268.0, 283.85]	[3.0, 3.16, inf, 4.12, 4.08, 5.4, 6.44, 3.18, 5.36, 4.54, 2.92, 3.04, 2.83, 4.25, 4.17, 4.42]	[0.01616, 0.01434, 0.0, 0.01404, 0.01425, 0.01331, 0.01093, 0.0132, 0.01164, 0.01432, 0.01799, 0.01952, 0.01681, 0.01322, 0.01339, 0.01479]	[0.00073, 0.00082, 0.00093, 0.00082, 0.00092, 0.00105, 0.0015, 0.00092, 0.00075, 0.00113, 0.00079, 0.00082, 0.00084, 0.00097, 0.00078, 0.00089]
296	2025-04-14T04:09:12	2025-04-14T05:36:55	300	47	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1]	[-1.0, -2.0, -2.0, -1.0, 0.5, -2.0, -1.0, 1.0, 0.0, -1.0, -3.0, -1, -1.0, -1.0, -2.0, -1.0]	[-1.0, -1.5, -2.0, -0.5, 0.0, -1.5, -1.0, 0.5, 0.5, -1.0, -3.0, -1, -1.0, -1.0, -2.0, -1.0]	[56.78, 58.79, 57.36, 57.14, 57.41, 59.09, 59.93, 58.9, 56.74, 57.42, -1, -1, 59.43, 59.37, 57.91, 55.44]	[0.2, 0.27, 0.26, 0.25, 0.23, 0.25, 0.23, 0.25, 0.2, 0.21, -1, -1, 0.25, 0.29, 0.2, 0.21]	[272.6, 269.48, 269.9, 265.11, 264.65, -1, 270.17, 138.5, -175.55, 266.41, -1, -1, 274.27, 272.65, -54.39, 275.0]	[3.22, 5.65, 3.79, 4.2, 2.68, -1, 4.53, 7.18, 553.83, 3.72, -1, -1, 4.27, 4.49, 262.72, 3.65]	[0.01404, 0.01204, 0.01328, 0.01173, 0.02294, -1, 0.01419, 0.00813, 0.00079, 0.01546, -1, -1, 0.01489, 0.01499, -1, 0.0153]	[0.00078, 0.00089, 0.00078, 0.00071, 0.00075, -1, 0.00094, 0.0018, 0.00128, 0.00091, -1, -1, 0.00113, 0.00089, -1, 0.00086]
296	2025-04-14T04:09:12	2025-04-14T05:36:55	300	21	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[8.0, 6.0, 6.0, 5.0, 8.0, 7.0, 4.5, 15.25, 6.0, 10.0, 2.0, 5.0, 7.0, 8.0, 8.0, 5.0]	[6.5, 5.0, 6.0, 4.5, 7.5, 6.5, 4.0, 11.0, 5.0, 9.5, 3.0, 5.0, 7.0, 7.0, 7.0, 5.0]	[53.36, 53.48, 53.91, 53.4, 53.52, 57.15, 53.96, 56.8, 52.22, 54.0, 53.94, 52.96, 52.49, 54.42, 53.83, 53.01]	[0.21, 0.19, 0.18, 0.23, 0.19, 0.22, 0.21, 0.22, 0.17, 0.22, 0.21, 0.22, 0.18, 0.22, 0.24, 0.21]	[238.97, 232.73, 247.03, 143.54, 136.87, 239.75, 244.75, 252.68, 240.08, 153.76, 162.43, 131.78, 234.47, 228.11, 248.7, 249.7]	[0.79, 1.04, 0.94, 4.34, 1.85, 1.16, 1.03, 0.89, 0.85, 4.32, 3.63, 2.29, 0.86, 1.11, 0.79, 0.87]	[0.09959, 0.08502, 0.07995, 0.02644, 0.08561, 0.07864, 0.06773, 0.10433, 0.09403, 0.02889, 0.03295, 0.06076, 0.0976, 0.0896, 0.08982, 0.08467]	[0.00134, 0.00155, 0.00123, 0.0019, 0.00186, 0.00122, 0.00111, 0.00122, 0.0011, 0.00158, 0.00151, 0.00203, 0.0012, 0.00121, 0.00114, 0.0011]
296	2025-04-14T04:09:12	2025-04-14T05:36:55	300	46	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[-2.0, -1.0, -0.25, -1.0, 0.0, -1.0, 1.5, -2.0, 1.0, 0.0, 0.0, -2.0, 1.0, 0.0, 0.0, -1.0]	[-1.5, -1.0, 0.0, -1.0, -0.5, -1.0, 1.5, -1.5, 1.0, 0.0, -0.5, -1.5, 0.5, 0.0, -0.25, -0.5]	[56.43, 59.52, 60.01, 54.47, 54.91, 55.8, 62.73, 56.63, 60.63, 62.44, 56.58, 59.46, 58.94, 59.76, 62.48, 58.2]	[0.22, 0.26, 0.25, 0.25, 0.21, 0.21, 0.27, 0.22, 0.26, 0.27, 0.2, 0.23, 0.26, 0.24, 0.26, 0.25]	[274.31, 265.78, -1, 281.82, 257.79, 269.76, 283.49, -3.55, 268.51, 274.18, -207.75, 272.19, -1, 272.95, 285.03, 275.24]	[3.73, 4.07, -1, 2.77, 2.42, 3.75, 3.06, 48942.4, 2.53, 2.84, 1186.8, 5.18, -1, 3.01, 3.53, 3.79]	[0.01461, 0.01502, -1, 0.02035, 0.02541, 0.01681, 0.02248, -1, 0.02328, 0.02474, 0.00032, 0.01135, -1, 0.02053, 0.01786, 0.01464]	[0.00087, 0.00096, -1, 0.00104, 0.00101, 0.00093, 0.00109, -1, 0.00095, 0.00091, 0.001, 0.00094, -1, 0.00098, 0.00105, 0.00086]
296	2025-04-14T04:09:12	2025-04-14T05:36:55	300	44	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1]	[-1.0, -0.75, 0.0, -2.0, -1.5, 0.0, 0.0, -0.75, 0.0, -2.0, -0.5, -0.75, -1.0, -1, -1.0, -1.0]	[-1.0, -0.5, 0.0, -1.0, -1.0, -0.5, 0.0, -1.0, -0.5, -1.5, -1.0, -0.25, -1.0, -1, -1.0, -1.0]	[53.19, 54.46, 55.25, 58.35, 54.86, 56.43, 55.41, 57.01, 52.61, 59.92, 55.46, 54.92, 55.68, -1, 55.38, 56.29]	[0.18, 0.21, 0.23, 0.23, 0.22, 0.21, 0.23, 0.23, 0.19, 0.29, 0.23, 0.22, 0.22, -1, 0.22, 0.23]	[269.78, -1, -4.35, 274.37, -1, 270.91, -1, 271.72, 266.09, 276.36, 265.36, 265.13, 275.92, -1, 268.21, 268.2]	[3.81, -1, 47890.24, 4.44, -1, 3.59, -1, 4.14, 2.74, 4.73, 4.4, 3.47, 2.96, -1, 3.02, 4.17]	[0.01373, -1, -1, 0.0162, -1, 0.01621, -1, 0.01505, 0.01928, 0.0133, 0.013, 0.01513, 0.01771, -1, 0.01822, 0.01386]	[0.00081, -1, -1, 0.00084, -1, 0.00083, -1, 0.00108, 0.00084, 0.00082, 0.00086, 0.00085, 0.00087, -1, 0.0007, 0.00076]
296	2025-04-14T04:09:12	2025-04-14T05:36:55	300	42A	[1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1]	[1.0, 31.0, 8.0, 0.5, -1, 36823.25, 4.5, 1.0, 9.0, 38.0, 7.0, 6.0, 5.0, 15.0, 6.75, 4.5]	[0.0, 30.0, 6.0, 0.0, -1, 36780.5, 7.0, 0.5, 8.0, 39.0, 5.5, 5.0, 4.5, 12.0, 11.0, 4.0]	[55.62, 52.23, 53.33, 56.5, -1, 25041.69, -1, 54.8, 53.87, 52.95, 56.45, 51.96, 55.54, 52.39, -1, 53.28]	[0.22, 0.21, 0.18, 0.23, -1, 9743117.9, -1, 0.23, 0.23, 0.21, 0.23, 0.2, 0.23, 0.18, -1, 0.19]	[216.28, 150.18, 237.67, 225.42, -1, 300.0, -1, 176.94, 249.39, 164.14, 247.81, 232.47, 242.26, 166.12, -1, 240.34]	[2.43, 3.28, 1.26, 2.43, -1, inf, -1, 2.41, 1.12, 3.23, 1.56, 1.41, 1.27, 3.33, -1, 1.12]	[0.02955, 0.02968, 0.05923, 0.0295, -1, -1, -1, 0.03108, 0.06801, 0.04735, 0.04619, 0.05566, 0.05515, 0.04552, -1, 0.05572]	[0.00107, 0.00164, 0.00107, 0.00114, -1, -1, -1, 0.00119, 0.00119, 0.00243, 0.00115, 0.00098, 0.00118, 0.00171, -1, 0.00122]
296	2025-04-14T04:09:12	2025-04-14T05:36:55	300	45	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[1.0, 1.0, -0.5, 0.0, 0.5, 1.0, 0.0, 2.0, 2.0, 1.0, 3.0, 2.0, 1.5, 0.0, 2.0, 0.0]	[1.0, 0.0, -1.0, 0.0, 0.5, 0.5, 0.0, 1.0, 1.5, 0.0, 2.0, 1.5, 0.5, -1.0, 2.0, 0.0]	[58.68, 62.01, 60.52, 56.93, 56.29, 60.19, 57.0, 57.58, 59.46, 58.05, 60.26, 58.44, 57.78, 58.04, 58.89, 58.53]	[0.23, 0.27, 0.23, 0.21, 0.22, 0.25, 0.2, 0.22, 0.23, 0.26, 0.24, 0.22, 0.25, 0.21, 0.26, 0.2]	[-1, 286.69, 280.06, 269.77, 253.5, 278.42, 267.27, 284.8, -5.0, -5.9, 276.59, -1, 271.13, 276.97, 279.7, -1]	[-1, 2.85, 3.28, 2.85, 3.27, 2.73, 3.08, 2.94, 44200.05, 23402.07, 2.5, -1, 2.47, 3.46, 1.98, -1]	[-1, 0.02225, 0.01693, 0.01822, 0.01739, 0.02054, 0.01653, 0.02374, -1, -1, 0.02717, -1, 0.02378, 0.0182, 0.03053, -1]	[-1, 0.00082, 0.00094, 0.00086, 0.00115, 0.00099, 0.00084, 0.00116, -1, -1, 0.001, -1, 0.001, 0.00105, 0.00087, -1]
296	2025-04-14T04:09:12	2025-04-14T05:36:55	300	48B	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]	[0.0, 0.0, 1.0, 1.25, 1.0, 2.0, -1.0, 0.0, 2.0, 1.5, 5.5, -0.5, 0.0, 1.0, -1.0, 1.0]	[-0.5, 0.5, -0.5, 1.0, 0.5, 1.5, -1.0, 0.0, 1.0, 1.0, 7.0, -0.5, 0.0, 0.5, -1.0, 0.5]	[57.73, 66.97, 65.52, 65.61, 61.27, 65.71, 65.48, 62.2, 60.77, 63.29, -1, 55.74, 64.71, 65.38, 61.18, 60.36]	[0.26, 0.35, 0.24, 0.29, 0.23, 0.25, 0.3, 0.23, 0.23, 0.28, -1, 0.22, 0.29, 0.27, 0.24, 0.24]	[267.72, 281.74, 282.21, 287.3, -4.63, 286.52, 279.93, 268.58, 262.39, 270.85, -1, 263.7, 267.33, 283.7, -1, 272.02]	[3.11, 3.61, 3.46, 3.25, 57292.41, 2.4, 4.24, 4.06, 2.27, 2.74, -1, 3.13, 3.4, 3.14, -1, 2.5]	[0.01994, 0.02059, 0.01816, 0.0207, -1, 0.03114, 0.01284, 0.01723, 0.02717, 0.02821, -1, 0.01881, 0.02234, 0.0212, -1, 0.02245]	[0.00089, 0.00102, 0.00098, 0.00085, -1, 0.00102, 0.0009, 0.00087, 0.00091, 0.00101, -1, 0.00086, 0.00105, 0.00112, -1, 0.00096]
297	2025-04-14T05:43:54	2025-04-14T07:11:37	300	49	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]	[4.0, 4.0, 4.0, 5.0, 4.0, 3.0, 1.0, 2.0, 5.5, 27.0, -2.0, 3.0, 5.0, 5.0, 3.0, 2.0]	[3.5, 4.0, 4.0, 4.0, 3.5, 3.0, 0.5, 2.0, 4.5, 26.0, -2.5, 3.0, 4.5, 5.0, 2.5, 2.0]	[60.73, 64.36, 60.78, 62.88, 57.47, 61.69, 64.08, 63.31, 64.55, 62.24, -1, 62.62, 62.62, 63.39, 61.61, 64.29]	[0.2, 0.29, 0.3, 0.28, 0.21, 0.3, 0.24, 0.24, 0.27, 0.27, -1, 0.27, 0.22, 0.32, 0.29, 0.27]	[273.78, 277.65, 265.39, 277.29, 273.88, 267.67, 290.14, 276.32, 278.66, 275.91, -1, 287.63, 280.08, 273.3, 273.09, 283.07]	[1.19, 1.21, 1.26, 1.3, 1.08, 1.48, 2.45, 1.92, 1.43, 0.77, -1, 1.55, 1.13, 1.47, 1.64, 1.71]	[0.06777, 0.05706, 0.06968, 0.06426, 0.06732, 0.05676, 0.03983, 0.04628, 0.07048, 0.12707, -1, 0.05388, 0.0756, 0.05555, 0.0542, 0.04963]	[0.00095, 0.00082, 0.00095, 0.00096, 0.00087, 0.00101, 0.00123, 0.00081, 0.00128, 0.0016, -1, 0.00079, 0.00107, 0.00089, 0.00101, 0.0009]
297	2025-04-14T05:43:54	2025-04-14T07:11:37	300	19	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[7.0, 8.75, 12.5, 2.0, 12.0, 11.5, 10.25, 11.0, 17.5, 6.0, 8.0, 28.5, 12.5, 8.0, 17.0, 2047.5]	[1.0, 7.0, 11.0, 5.5, 10.0, 10.5, 11.0, 9.5, 12.5, 6.5, 9.0, 15.0, 12.0, 8.0, 18.0, 2407.75]	[-1, 59.03, 58.7, 59.96, 59.4, 57.23, 59.48, 59.11, 58.42, 59.96, 57.49, 57.93, 57.64, 58.37, 57.7, 58.21]	[-1, 0.26, 0.25, 0.31, 0.28, 0.24, 0.27, 0.23, 0.25, 0.23, 0.18, 0.24, 0.24, 0.23, 0.27, 0.21]	[-1, 255.11, 247.05, 170.84, 251.82, 250.66, 249.83, 249.65, 252.42, 249.16, 249.6, 254.9, 242.07, 253.27, 155.33, 257.28]	[-1, 0.93, 0.83, 4.37, 0.84, 0.99, 1.01, 1.17, 0.85, 1.03, 0.96, 1.18, 1.02, 0.98, 3.5, 0.93]	[-1, 0.09115, 0.11485, 0.03019, 0.11032, 0.09939, 0.09659, 0.06173, 0.11732, 0.07775, 0.07927, 0.08129, 0.11322, 0.08812, 0.03349, 0.17745]	[-1, 0.0011, 0.00117, 0.00158, 0.00112, 0.00122, 0.00129, 0.00107, 0.00138, 0.00122, 0.00117, 0.00546, 0.00119, 0.00115, 0.0017, 0.00199]
297	2025-04-14T05:43:54	2025-04-14T07:11:37	300	15	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1]	[27.0, 9.0, 8.0, 7.25, 11.25, 7.75, 8.0, 9.0, 11.0, 11.0, 14.5, 12.0, 9.0, -1, 9.0, 9.0]	[14.0, 8.0, 8.0, 7.0, 12.5, 6.0, 7.5, 8.5, 10.0, 9.5, 12.0, 10.5, 9.5, -1, 7.0, 8.0]	[54.24, 63.71, 68.28, 57.18, 56.92, 63.09, 61.01, 55.37, 56.4, 64.57, 67.72, 54.97, 58.57, -1, 64.46, 55.52]	[0.24, 0.28, 0.35, 0.26, 0.25, 0.26, 0.23, 0.22, 0.24, 0.28, 0.34, 0.19, 0.25, -1, 0.32, 0.23]	[220.21, 243.63, 249.07, 246.22, 248.32, 251.82, 237.73, 242.2, 241.74, 249.24, 250.21, 194.52, 239.47, -1, 257.33, 160.18]	[2.06, 1.2, 1.65, 0.94, 0.85, 1.27, 1.17, 0.94, 0.9, 1.08, 1.25, 1.61, 1.0, -1, 1.32, 3.69]	[0.13747, 0.09083, 0.07843, 0.09026, 0.10736, 0.08083, 0.08523, 0.09693, 0.10968, 0.09484, 0.10856, 0.1096, 0.10745, -1, 0.08051, 0.02726]	[0.00328, 0.00117, 0.00143, 0.00109, 0.00135, 0.00118, 0.00128, 0.0013, 0.00137, 0.00132, 0.0016, 0.00121, 0.00119, -1, 0.00117, 0.00164]
297	2025-04-14T05:43:54	2025-04-14T07:11:37	300	20	[1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1]	[1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1]	[12.75, -1, 15.0, 9.0, 10.0, -1, 8.0, 9.0, 9.0, -1, -1, 5.0, 11.0, -1, 1.0, 6.0]	[11.0, -1, 13.0, 8.5, 8.5, -1, 7.5, 7.0, 9.0, -1, -1, 4.0, 9.0, -1, 1.0, 6.0]	[54.54, -1, 53.04, 56.31, 56.3, -1, 53.17, 55.74, 56.07, -1, -1, 53.73, 54.41, -1, 54.61, 55.27]	[0.2, -1, 0.21, 0.21, 0.23, -1, 0.2, 0.2, 0.25, -1, -1, 0.2, 0.22, -1, 0.22, 0.25]	[242.46, -1, 160.38, 201.59, 249.18, -1, 242.13, 249.99, 248.91, -1, -1, 238.08, 250.58, -1, -11519.19, 249.54]	[0.88, -1, 1.98, 1.42, 0.8, -1, 0.94, 0.83, 0.82, -1, -1, 1.07, 0.76, -1, inf, 0.76]	[0.11736, -1, 0.12474, 0.09378, 0.10999, -1, 0.08773, 0.0883, 0.10586, -1, -1, 0.07574, 0.11565, -1, 0.0, 0.09429]	[0.00135, -1, 0.00219, 0.00123, 0.00109, -1, 0.00114, 0.00107, 0.0013, -1, -1, 0.00099, 0.00106, -1, 0.00022, 0.00096]
